"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"23663";"RES-346965";"NULL";433022;9;"Sixt";"Germany";"32";"0.00";"NULL";"29/8/2022";8;"29/5/2022";16;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"609";"MDMR";"MDMR";"31.95";"0.00";"807.87";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"55129";"RES-389099";"SM112-3933";478862;7;"NULL";"United Kingdom";"61";"313.77";"2021";"8/9/2022";12;"30/8/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"21283";"112";"CCMR";"CCMR";"0.00";"0.00";"253.04";"Retail Brokers Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"0.00";"25.40"
"8542";"RES-317044";"NULL";401296;14;"Sixt";"Netherlands";"46";"2779.68";"NULL";"11/7/2022";11;"18/2/2022";20;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;"NULL";"312";"FVMR";"FVMR";"0.00";"0.00";"2241.68";"Corporate-Sixt-Sixt";"Corporate";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"36531";"RES-371572";"NULL";459025;11;"Online Broker";"United States of America";"39";"1221.87";"NULL";"2/8/2022";21;"20/7/2022";7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDAR";"EDAR";"0.00";"0.00";"985.38";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"1836";"RES-314261";"NULL";188123;8;"Sixt";"United States of America";"NULL";"0.00";"NULL";"13/8/2022";15;"4/2/2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"CTAR";"CTAR";"0.00";"0.00";"1230.95";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"22684";"RES-342683";"NULL";428847;4;"Sixt";"Blank";"35";"0.00";"NULL";"11/6/2022";11;"24/5/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"3";"MDMR";"MDMR";"0.00";"0.00";"140.05";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"1260";"RES-399437";"SM302-40978";16238;7;"Sixt";"United States of America";"51";"0.00";"2022";"24/9/2022";16;"23/9/2022";8;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"7736";"302";"IFAR";"IFAR";"89.32";"0.00";"519.46";"Retail-Sixt-Sixt";"Retail";0;"Jeep";"Grey";"Sixt Import Rates";"IN";"70.77";"0.00"
"65315";"NULL";"SM312-17958";459829;1;"Walk in";"United States of America";"39";"0.00";"2022";"21/7/2022";20;"21/7/2022";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3672";"312";"IFAR";"IFAR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Jeep";"Black";"Walk In Rates";"IN";"NULL";"NULL"
"7512";"RES-369562";"SM002-79063";390018;1;"Sixt";"Greece";"26";"0.00";"2019";"16/7/2022";0;"15/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"33392";"2";"MDMR";"MDMR";"0.00";"0.00";"50.80";"Retail-Sixt-Sixt";"Retail";2;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"51299";"RES-383855";"SM312-18931";473004;9;"NULL";"France";"26";"365.91";"2019";"19/8/2022";19;"18/8/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"46020";"312";"MDMR";"MDMR";"0.00";"0.00";"295.09";"Retail Brokers Sixt";"Retail";0;"Kia";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"48387";"RES-385359";"SM802-10830";474730;7;"Sixt";"France";"54";"0.00";"2022";"25/9/2022";13;"21/8/2022";20;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"4158";"802";"EDMR";"EDMR";"0.00";"70.56";"277.41";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"10974";"RES-313268";"SM609-13988";398061;7;"Online Broker";"United Kingdom";"47";"1242.46";"2019";"8/8/2022";11;"28/1/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"33566";"609";"SVMR";"SVMR";"0.00";"0.00";"1001.98";"Retail Brokers Sixt";"Retail";0;"Opel";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"16476";"RES-340781";"SM302-37992";427229;14;"Sixt";"France";"46";"0.00";"2019";"6/8/2022";17;"23/5/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"43407";"302";"CCMR";"CCMR";"0.00";"0.00";"1196.57";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"25926";"RES-350309";"NULL";436274;7;"Sixt";"United States of America";"55";"0.00";"NULL";"23/7/2022";15;"4/6/2022";12;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;"NULL";"312";"PDAR";"PDAR";"114.24";"70.56";"2124.66";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"58607";"RES-354334";"NULL";440527;3;"Sixt";"Spain";"29";"0.00";"NULL";"21/6/2022";3;"13/6/2022";13;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"CXMR";"CXMR";"38.28";"0.00";"203.25";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"18764";"RES-351523";"NULL";437557;16;"Sixt";"United States of America";"62";"0.00";"NULL";"6/8/2022";12;"7/6/2022";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"0.00";"0.00";"1700.65";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"6790";"RES-372339";"SM701-20982";371462;8;"Sixt";"Austria";"45";"0.00";"2021";"29/8/2022";19;"21/7/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"6098";"701";"EXMR";"EXMR";"0.00";"0.00";"514.67";"Retail-Sixt-Sixt";"Retail";2;"Audi";"Grey";"Sixt Import Rates";"IN";"0.00";"15.10"
"14924";"RES-346411";"NULL";432345;4;"Sixt";"Blank";"NULL";"0.00";"NULL";"2/6/2022";13;"28/5/2022";8;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"609";"MDAR";"MDAR";"52.48";"0.00";"314.22";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"23545";"RES-346574";"NULL";432558;7;"Sixt";"France";"44";"0.00";"NULL";"8/8/2022";11;"28/5/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"609";"MDMR";"MDMR";"24.85";"0.00";"633.72";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"60102";"RES-399703";"SM712-19376";491314;4;"NULL";"Czech Republic";"35";"296.97";"2022";"24/9/2022";10;"23/9/2022";19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"2204";"712";"MTMR";"MTMR";"0.00";"0.00";"239.49";"Retail Brokers Sixt";"Retail";0;"Fiat";"Black";"Sixt Import Rates";"IN";"93.27";"0.00"
"16563";"RES-341977";"SM302-35283";428205;7;"Sixt";"France";"33";"0.00";"2019";"17/6/2022";1;"24/5/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"57855";"302";"EDMR";"EDMR";"0.00";"0.00";"243.81";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"50896";"RES-382172";"SM302-39390";471145;9;"Online Broker";"Switzerland";"54";"393.17";"2019";"30/8/2022";13;"14/8/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"66800";"302";"EDMR";"EDMR";"0.00";"0.00";"329.62";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"99.88";"0.00"
"63870";"NULL";"SM112-3737";466558;1;"Walk in";"Sweden";"49";"0.00";"2019";"5/8/2022";12;"5/8/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"32435";"112";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Walk In Rates";"IN";"NULL";"NULL"
"17268";"RES-345402";"SM002-77305";431310;12;"NULL";"Netherlands";"35";"464.67";"2019";"27/6/2022";12;"26/5/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"47075";"2";"MDMR";"MDMR";"0.00";"0.00";"374.73";"Retail Brokers Sixt";"Retail";0;"Kia";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"52328";"RES-386399";"SM302-39741";475833;8;"Sixt";"France";"34";"0.00";"2019";"4/9/2022";23;"23/8/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"56045";"302";"EDAR";"EDMR";"0.00";"0.00";"278.38";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"57.14";"0.00"
"30713";"RES-358001";"SM002-80869";444531;10;"Sixt";"Netherlands";"63";"0.00";"2018";"5/8/2022";12;"21/6/2022";12;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"56825";"2";"CXAR";"CXAR";"0.00";"36.30";"1709.19";"Retail-Sixt-Sixt";"Retail";0;"Audi";"White";"Sixt Import Rates";"IN";"442.99";"109.98"
"3605";"RES-363649";"SM002-78861";26675;2;"Sixt";"Greece";"62";"0.00";"2021";"13/7/2022";17;"4/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"10136";"2";"MDAE";"MDAE";"0.00";"0.00";"128.51";"Retail Brokers Sixt";"Retail";23;"Fiat";"Black";"Sixt Import Rates";"IN";"22.30";"27.94"
"31894";"RES-353610";"NULL";439678;2;"Sixt";"United States of America";"NULL";"0.00";"NULL";"17/6/2022";13;"11/6/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"0.00";"0.00";"76.22";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"59925";"RES-391231";"SM003-34632";481208;3;"Walk in";"Greece";"49";"0.00";"2021";"3/9/2022";19;"3/9/2022";16;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"32649";"3";"CCMR";"CCMR";"28.58";"0.00";"137.10";"Retail-Call center-Call center";"Retail";0;"Renault";"White";"Walk In Rates";"IN";"0.00";"0.00"
"46512";"RES-380104";"SM002-85164";468802;7;"Sixt";"Jordan";"30";"0.00";"2017";"24/9/2022";9;"10/8/2022";13;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"101460";"2";"EDAR";"EDAR";"66.99";"0.00";"336.62";"Retail-Sixt-Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"30877";"RES-358178";"SM002-76670";444708;1;"Sixt";"Greece";"55";"0.00";"2019";"21/6/2022";23;"21/6/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"62569";"2";"MDMR";"MDMR";"0.00";"0.00";"24.00";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"36622";"RES-359974";"SM002-77235";446678;5;"Sixt";"Canada";"53";"0.00";"2022";"26/6/2022";17;"25/6/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"9332";"2";"FFAR";"CFAR";"0.00";"0.00";"235.60";"Retail Brokers Sixt";"Retail";0;"Audi";"Grey";"Sixt Import Rates";"IN";"0.00";"18.14"
"57277";"RES-389313";"SM503-8430";479107;1;"Sixt";"Cyprus";"31";"0.00";"2019";"31/8/2022";9;"30/8/2022";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"43096";"503";"MDMR";"MDMR";"0.00";"0.00";"43.53";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"18.63";"0.00"
"42351";"RES-365391";"SM812-7021";452215;9;"Sixt";"Belgium";"31";"0.00";"2017";"10/9/2022";19;"7/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"79003";"812";"EDAR";"EDAR";"0.00";"0.00";"524.49";"Retail-Sixt-Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"42064";"RES-369767";"SM312-18227";457046;3;"Sixt";"Germany";"34";"0.00";"2019";"28/7/2022";21;"15/7/2022";17;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"23960";"312";"EDMR";"EDMR";"39.36";"10.89";"217.12";"Retail-Sixt-Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"52338";"RES-386544";"SM609-14818";475974;11;"Sixt";"United Kingdom";"35";"0.00";"2019";"31/8/2022";16;"24/8/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"62652";"609";"JFAR";"JFAR";"0.00";"0.00";"910.70";"Retail-Sixt-Sixt";"Retail";0;"MINI";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"37100";"RES-374471";"SM802-10889";462302;4;"Sixt";"Australia";"70";"0.00";"2022";"28/9/2022";10;"27/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"7683";"802";"IFAR";"IFAR";"0.00";"0.00";"374.43";"Retail-Sixt-Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"75.53";"14.44"
"48014";"RES-383019";"SM003-34558";472073;7;"Sixt";"Israel";"56";"0.00";"2022";"1/9/2022";11;"16/8/2022";15;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;"3194";"3";"EDAR";"EDAR";"86.73";"25.28";"440.02";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"24.72";"0.00"
"40235";"RES-364665";"NULL";451461;10;"NULL";"Canada";"NULL";"2297.98";"NULL";"5/8/2022";16;"5/7/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"SVMR";"SVMR";"0.00";"0.00";"1853.21";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"6297";"RES-374894";"SM712-17909";367851;4;"Sixt";"Poland";"44";"0.00";"2019";"1/8/2022";10;"28/7/2022";11;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"39542";"712";"MDMR";"MDMR";"30.00";"0.00";"232.60";"Retail-Sixt-Sixt";"Retail";1;"Citroen";"White";"Sixt Import Rates";"IN";"38.10";"0.00"
"11560";"RES-313645";"SM3MO-1326";332875;30;"Corporate";"Greece";"60";"1955.00";"2019";"8/6/2022";8;"31/1/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"41260";"003-MO";"EDMR";"EDMR";"0.00";"0.00";"1576.61";"Retail-Call center-Call center";"Retail";6;"Nissan";"White";"Leaseplan rates";"IN";"0.00";"0.00"
"53891";"RES-382314";"SM002-83537";471291;5;"Sixt";"United Arab Emirates";"31";"0.00";"2022";"6/9/2022";20;"15/8/2022";11;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"4422";"2";"XJAR";"XJAR";"272.15";"0.00";"1472.04";"Retail-Sixt-Sixt";"Retail";0;"Land Rover";"Grey";"Sixt Import Rates";"IN";"0.00";"18.14"
"25156";"RES-343105";"SM002-75224";429223;4;"Sixt";"Italy";"43";"0.00";"2019";"6/6/2022";13;"24/5/2022";19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"40372";"2";"MDMR";"MDMR";"0.00";"0.00";"165.47";"Retail Brokers Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"44.60";"0.00"
"37624";"RES-368131";"SM003-32985";455231;8;"Sixt";"Switzerland";"35";"0.00";"2019";"18/7/2022";9;"12/7/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"45209";"3";"MDMR";"MDMR";"0.00";"0.00";"334.38";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"59128";"RES-391535";"SM712-18828";481626;5;"NULL";"France";"35";"171.47";"2019";"5/9/2022";11;"4/9/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"46800";"712";"EDMR";"EDMR";"0.00";"0.00";"138.28";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"58.75";"0.00"
"17571";"RES-350227";"SM002-78128";436169;3;"Sixt";"United States of America";"58";"0.00";"2018";"6/7/2022";0;"4/6/2022";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"33973";"2";"MDMR";"MDMR";"0.00";"0.00";"258.64";"Retail Brokers Sixt";"Retail";0;"Peugeot";"Purple";"Sixt Import Rates";"IN";"0.00";"0.00"
"16939";"RES-343833";"NULL";429812;14;"Online Broker";"Blank";"NULL";"1409.63";"NULL";"9/7/2022";13;"24/5/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"CFMR";"CFMR";"0.00";"0.00";"1136.80";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"17344";"RES-345474";"SM002-74988";431392;6;"Sixt";"United States of America";"56";"0.00";"2022";"3/6/2022";17;"26/5/2022";16;1;0;1;0;1;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;"40";"2";"FFAR";"FFAR";"216.96";"188.45";"1100.97";"Retail-Sixt-Sixt";"Retail";0;"BMW";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"18379";"RES-333885";"NULL";417503;8;"Sixt";"Blank";"NULL";"0.00";"NULL";"5/7/2022";11;"25/4/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"302";"MDMR";"MDMR";"28.40";"0.00";"438.85";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"15681";"RES-340161";"NULL";426608;5;"Sixt";"Canada";"NULL";"0.00";"NULL";"23/7/2022";12;"23/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"3";"EDAR";"EDAR";"0.00";"0.00";"421.27";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"42015";"RES-369554";"SM802-9697";456799;7;"Sixt";"Romania";"48";"360.49";"2019";"17/7/2022";17;"15/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"38207";"802";"JFAR";"JFAR";"0.00";"0.00";"290.72";"Retail-Sixt-Sixt";"Retail";0;"MINI";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"40078";"RES-364843";"NULL";451635;7;"Sixt";"France";"35";"0.00";"NULL";"4/9/2022";21;"6/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"312";"MTMR";"MTMR";"0.00";"0.00";"459.02";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"12393";"RES-321055";"SM3MO-1727";404806;30;"Corporate";"Greece";"54";"0.00";"2019";"11/9/2022";15;"4/3/2022";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"39704";"003-MO";"CXMR";"CXMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";7;"Audi";"Black";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"58422";"RES-399772";"SM812-7330";491388;7;"Online Broker";"Germany";"29";"142.41";"2019";"29/9/2022";19;"23/9/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"59649";"812";"MDAR";"MDMR";"0.00";"0.00";"121.72";"Retail Brokers Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"17022";"RES-343914";"NULL";429891;2;"Sixt";"Blank";"NULL";"0.00";"NULL";"7/6/2022";10;"25/5/2022";9;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"MDMR";"MDMR";"19.14";"0.00";"171.68";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"60192";"RES-391609";"SM003-34968";481722;1;"Sixt";"Germany";"53";"0.00";"2019";"14/9/2022";8;"4/9/2022";15;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;"47235";"3";"CXAR";"CXMR";"29.52";"6.45";"94.39";"Retail-Sixt-Sixt";"Retail";0;"Mazda";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"40949";"RES-379335";"SM302-39596";467929;7;"Sixt";"Switzerland";"46";"0.00";"2019";"3/9/2022";11;"8/8/2022";16;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"50991";"302";"CCMR";"CCMR";"156.17";"0.00";"508.92";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"30168";"RES-370490";"SM302-36938";446641;6;"Sixt";"Spain";"58";"0.00";"2022";"18/7/2022";11;"17/7/2022";21;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"1517";"302";"FFAR";"FFAR";"0.00";"21.67";"691.32";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"Black";"Sixt Import Rates";"IN";"194.26";"0.00"
"10729";"RES-311631";"NULL";396688;6;"Sixt";"Blank";"NULL";"0.00";"NULL";"4/8/2022";17;"15/1/2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"JFAR";"JFAR";"0.00";"0.00";"758.15";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"40539";"RES-366277";"SM609-15017";453164;9;"Sixt";"Germany";"23";"0.00";"2019";"5/9/2022";8;"8/7/2022";19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"66279";"609";"MDMR";"MDMR";"31.95";"0.00";"418.71";"Retail-Sixt-Sixt";"Retail";0;"Kia";"Red";"Sixt Import Rates";"IN";"73.22";"0.00"
"38080";"RES-368601";"SM609-13185";455728;9;"Sixt";"Germany";"35";"0.00";"2019";"14/7/2022";12;"13/7/2022";8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"22246";"609";"EDMR";"EDMR";"0.00";"0.00";"764.51";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"22371";"RES-323701";"NULL";407192;7;"Online Broker";"Blank";"NULL";"313.77";"NULL";"27/6/2022";22;"22/3/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"712";"MDMR";"MDMR";"0.00";"0.00";"253.04";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"30437";"RES-356667";"SM302-35385";443051;5;"Sixt";"United States of America";"39";"0.00";"2019";"18/6/2022";19;"18/6/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"24280";"302";"EDMR";"EDMR";"0.00";"0.00";"345.18";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"43693";"RES-377533";"SM802-10092";470456;12;"Sixt";"United Arab Emirates";"52";"0.00";"2019";"13/8/2022";16;"3/8/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"29663";"802";"MDMR";"MDMR";"0.00";"0.00";"418.98";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"40689";"RES-375885";"NULL";463908;2;"Sixt";"Canada";"NULL";"0.00";"NULL";"7/8/2022";9;"30/7/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"312";"CCMR";"CCMR";"0.00";"0.00";"181.41";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"8004";"RES-251992";"SM3MO-1387";325428;30;"NULL";"Greece";"68";"0.00";"2019";"8/6/2022";12;"6/5/2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"82167";"003-MO";"FFAR";"FFAR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";10;"BMW";"Grey";"Sixt Plus";"IN";"0.00";"0.00"
"52155";"RES-386584";"SM003-34430";476032;6;"Sixt";"France";"31";"0.00";"2019";"28/8/2022";13;"24/8/2022";11;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"28935";"3";"MDMR";"MDMR";"57.42";"0.00";"215.27";"Retail-Sixt-Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
